"Specific conductance, water, unfiltered, microsiemens per centimeter at 25&#176;C(uS/cm @25C)","Streamflow, ft&#179;/s(ft3/s)","Temperature, water, &#176;C(deg C)","Wind direction, degrees clockwise from north(Deg)","Wind speed, mph(mph)"
18200.0,,7.4,,
,,8.3,,
,,19.3,,
,,8.3,,
,,8.3,,
,,8.3,,
,,8.9,,
31400.0,,7.7,,
18200.0,,7.4,,
,,8.3,,
,,19.3,,
,,8.3,,
,,8.3,,
,,8.3,,
,,8.9,,
31500.0,,7.9,,
18200.0,,7.3,,
,,8.3,,
,,19.3,,
,,8.3,,
,,8.3,,
,,8.3,,
,,8.8,,
31600.0,,8.0,,
18200.0,,7.3,,
,,8.3,,
,,19.3,,
,,8.2,,
,,8.2,,
,,8.2,,
,,8.8,,
31700.0,,7.8,,
18200.0,,7.1,,
,,8.2,,
,,19.3,,
,,8.2,,
,,8.2,,
,,8.2,,
,,8.7,,
31700.0,,7.6,,
18200.0,,7.0,,
,,8.2,,
,,19.3,,
,,8.1,,
,,8.1,,
,,8.1,,
,,8.6,,
31700.0,,7.5,,
18200.0,,7.2,,
,,8.1,,
,,19.3,,
,,8.1,,
,,8.0,,
,,8.0,,
,,8.5,,
31800.0,,7.2,,
18300.0,,6.9,,
,,8.0,,
,,19.3,,
,,8.0,,
,,8.0,,
,,8.0,,
,,8.5,,
31800.0,,7.1,,
18300.0,,6.7,,
,,7.9,,
,,19.3,,
,,7.9,,
,,7.9,,
,,7.9,,
,,8.4,,
31800.0,,6.9,,
18300.0,,6.4,,
,,7.9,,
,,19.3,,
,,7.8,,
,,7.8,,
,,7.8,,
,,8.3,,
31800.0,,6.8,,
18300.0,,6.1,,
,,7.8,,
,,19.3,,
,,7.8,,
,,7.8,,
,,7.7,,
,,8.2,,
31900.0,,6.4,,
18300.0,,6.1,,
,,7.7,,
,,19.3,,
,,7.7,,
,,7.7,,
,,7.7,,
,,8.2,,
31900.0,,6.2,,
18300.0,,5.8,,
,,7.6,,
,,19.3,,
,,7.6,,
,,7.6,,
,,7.6,,
,,8.2,,
31900.0,,6.2,,
18300.0,,5.7,,
,,7.6,,
,,19.3,,
,,7.6,,
,,7.5,,
,,7.5,,
,,8.0,,
31900.0,,6.1,,
18300.0,,5.8,,
,,7.5,,
,,19.3,,
,,7.5,,
,,7.5,,
,,7.5,,
,,8.0,,
31900.0,,5.9,,
18300.0,,5.7,,
,,7.4,,
,,19.3,,
,,7.4,,
,,7.4,,
,,7.4,,
,,7.9,,
32000.0,,5.4,,
18400.0,,5.6,,
,,7.4,,
,,19.3,,
,,7.4,,
,,7.3,,
,,7.3,,
,,7.6,,
32100.0,,6.0,,
18400.0,,5.4,,
,,7.3,,
,,19.3,,
,,7.3,,
,,7.3,,
,,7.3,,
,,7.5,,
32100.0,,6.0,,
18300.0,,5.8,,
,,7.3,,
,,19.3,,
,,7.3,,
,,7.3,,
,,7.3,,
,,7.5,,
31600.0,,5.8,,
18300.0,,5.6,,
,,7.3,,
,,19.3,,
,,7.3,,
,,7.3,,
,,7.4,,
,,7.2,,
31400.0,,6.2,,
18300.0,,6.0,,
,,7.4,,
,,19.3,,
,,7.4,,
,,7.5,,
,,7.6,,
,,7.4,,
31400.0,,6.7,,
18300.0,,6.5,,
,,7.6,,
,,19.3,,
,,7.7,,
,,7.7,,
,,7.8,,
,,7.6,,
31300.0,,7.3,,
18200.0,,6.9,,
,,7.9,,
,,19.3,,
,,7.9,,
,,7.9,,
,,8.0,,
,,7.8,,
31300.0,,7.8,,
18300.0,,7.9,,
,,8.1,,
,,19.3,,
,,8.1,,
,,8.2,,
,,8.2,,
,,8.0,,
31300.0,,8.2,,
18400.0,,8.2,,
,,8.2,,
,,19.3,,
,,8.2,,
,,8.2,,
,,8.2,,
,,8.2,,
31200.0,,8.5,,
18600.0,,8.3,,
,,8.2,,
,,19.3,,
,,8.2,,
,,8.2,,
,,8.2,,
,,8.7,,
31300.0,,8.3,,
18500.0,,8.4,,
,,8.1,,
,,19.3,,
,,8.1,,
,,8.1,,
,,8.1,,
,,8.7,,
31400.0,,8.6,,
18500.0,,8.1,,
,,8.1,,
,,19.3,,
,,8.1,,
,,8.0,,
,,8.0,,
,,8.6,,
31700.0,,8.3,,
18500.0,,8.1,,
,,8.0,,
,,19.3,,
,,8.0,,
,,8.0,,
,,8.0,,
,,8.5,,
31500.0,,7.4,,
18500.0,,7.7,,
,,8.0,,
,,19.3,,
,,7.9,,
,,7.9,,
,,7.9,,
,,8.5,,
31600.0,,7.1,,
18500.0,,7.4,,
,,7.9,,
,,19.3,,
,,7.9,,
,,7.9,,
,,7.8,,
,,8.5,,
32000.0,,7.1,,
18500.0,,7.4,,
,,7.8,,
,,19.3,,
,,7.8,,
,,7.8,,
,,7.8,,
,,8.5,,
32100.0,,7.4,,
18500.0,,7.4,,
,,7.8,,
,,19.3,,
,,7.8,,
,,7.8,,
,,7.8,,
,,8.5,,
32300.0,,7.7,,
18500.0,,7.4,,
,,7.8,,
,,19.3,,
,,7.7,,
,,7.7,,
,,7.7,,
,,8.5,,
32300.0,,7.6,,
18600.0,,7.1,,
,,7.7,,
,,19.3,,
,,7.7,,
,,7.7,,
,,7.7,,
,,8.5,,
32400.0,,7.5,,
18600.0,,7.1,,
,,7.6,,
,,19.3,,
,,7.6,,
,,7.6,,
,,7.6,,
,,8.5,,
32500.0,,7.5,,
18700.0,,7.0,,
,,7.6,,
,,19.3,,
,,7.6,,
,,7.5,,
,,7.5,,
,,8.5,,
32500.0,,7.4,,
18900.0,,6.9,,
,,7.5,,
,,19.3,,
,,7.5,,
,,7.5,,
,,7.5,,
,,8.5,,
32500.0,,7.4,,
18900.0,,6.8,,
,,7.5,,
,,19.3,,
,,7.5,,
,,7.5,,
,,7.4,,
,,8.5,,
32500.0,,7.4,,
19000.0,,7.0,,
,,7.4,,
,,19.3,,
,,7.4,,
,,7.4,,
,,7.4,,
,,8.5,,
32500.0,,7.3,,
19300.0,,7.0,,
,,7.4,,
,,19.3,,
,,7.4,,
,,7.4,,
,,7.4,,
,,8.4,,
32500.0,,7.4,,
19200.0,,6.9,,
,,7.4,,
,,19.3,,
,,7.4,,
,,7.4,,
,,7.4,,
,,8.5,,
32500.0,,7.5,,
19200.0,,7.0,,
,,7.4,,
,,19.3,,
,,7.4,,
,,7.4,,
,,7.4,,
,,8.6,,
32500.0,,7.7,,
19200.0,,7.2,,
,,7.4,,
,,19.3,,
,,7.4,,
,,7.5,,
,,7.5,,
,,8.7,,
32400.0,,8.0,,
19200.0,,7.3,,
,,7.5,,
,,19.3,,
,,7.6,,
,,7.6,,
,,7.6,,
,,9.0,,
32400.0,,8.5,,
19100.0,,7.6,,
,,7.7,,
,,19.3,,
,,7.7,,
,,7.8,,
,,7.8,,
,,9.2,,
32400.0,,8.9,,
19200.0,,8.0,,
,,7.8,,
,,19.3,,
,,7.9,,
,,7.9,,
,,8.0,,
,,9.3,,
32400.0,,9.3,,
19200.0,,8.3,,
,,8.1,,
,,19.3,,
,,8.1,,
,,8.1,,
,,8.2,,
,,9.4,,
32400.0,,9.6,,
19100.0,,8.9,,
,,8.2,,
,,19.3,,
,,8.2,,
,,8.2,,
,,8.2,,
,,9.5,,
32400.0,,9.6,,
19100.0,,9.5,,
,,8.2,,
,,19.3,,
,,8.2,,
,,8.2,,
,,8.2,,
,,9.6,,
32400.0,,9.8,,
19600.0,,11.0,,
,,8.2,,
,,19.3,,
,,8.2,,
,,8.2,,
,,8.2,,
,,9.6,,
32500.0,,9.6,,
19600.0,,11.0,,
,,8.2,,
,,19.3,,
,,8.3,,
,,8.2,,
,,8.2,,
,,9.6,,
32500.0,,9.5,,
19400.0,,10.3,,
,,8.2,,
,,19.3,,
,,8.2,,
,,8.2,,
,,8.2,,
,,9.6,,
32500.0,,9.7,,
19500.0,,11.0,,
,,8.2,,
,,19.3,,
,,8.3,,
,,8.3,,
,,8.3,,
,,9.6,,
32400.0,,9.9,,
19500.0,,10.8,,
,,8.3,,
,,19.3,,
,,8.3,,
,,8.3,,
,,8.3,,
,,9.6,,
32400.0,,10.0,,
19500.0,,10.8,,
,,8.3,,
,,19.3,,
,,8.3,,
,,8.3,,
,,8.3,,
,,9.6,,
32400.0,,10.1,,
19700.0,,10.3,,
,,8.3,,
,,19.3,,
,,8.3,,
,,8.3,,
,,8.3,,
,,9.6,,
32300.0,,10.2,,
19700.0,,10.4,,
,,8.4,,
,,19.3,,
,,8.4,,
,,8.4,,
,,8.4,,
,,9.8,,
32300.0,,10.4,,
19800.0,,10.2,,
,,8.4,,
,,19.3,,
,,8.4,,
,,8.4,,
,,8.4,,
,,9.9,,
32300.0,,10.8,,
19800.0,,10.3,,
,,8.4,,
,,19.3,,
,,8.4,,
,,8.4,,
,,8.4,,
,,9.9,,
32300.0,,11.0,,
20000.0,,10.0,,
,,8.4,,
,,19.3,,
,,8.4,,
,,8.4,,
,,8.4,,
,,9.9,,
35100.0,,10.3,,
20400.0,,9.7,,
,,8.4,,
,,19.3,,
,,8.4,,
,,8.4,,
,,8.4,,
,,9.9,,
34800.0,,10.6,,
20300.0,,9.8,,
,,8.4,,
,,19.3,,
,,8.4,,
,,8.4,,
,,8.4,,
,,9.9,,
35000.0,,10.7,,
20300.0,,9.9,,
,,8.4,,
,,19.3,,
,,8.4,,
,,8.4,,
,,8.4,,
,,9.8,,
34900.0,,10.6,,
20400.0,,9.9,,
,,8.4,,
,,19.3,,
,,8.4,,
,,8.4,,
,,8.4,,
,,9.8,,
34400.0,,10.9,,
20700.0,,10.0,,
,,8.4,,
,,19.3,,
,,8.4,,
,,8.4,,
,,8.4,,
,,9.9,,
34600.0,,10.8,,
20800.0,,10.0,,
,,8.4,,
,,19.3,,
,,8.4,,
,,8.4,,
,,8.5,,
,,10.0,,
34700.0,,11.1,,
20900.0,,10.0,,
,,8.5,,
,,19.3,,
,,8.5,,
,,8.5,,
,,8.5,,
,,10.1,,
34700.0,,11.5,,
20800.0,,10.1,,
,,8.5,,
,,19.3,,
,,8.5,,
,,8.6,,
,,8.6,,
,,10.1,,
34700.0,,12.4,,
20700.0,,10.4,,
,,8.6,,
,,19.3,,
,,8.7,,
,,8.7,,
,,8.7,,
,,10.5,,
34600.0,,13.1,,
20200.0,,11.8,,
,,8.7,,
,,19.3,,
,,8.8,,
,,8.8,,
,,8.8,,
,,10.6,,
34500.0,,13.6,,
20100.0,,12.4,,
,,8.8,,
,,19.3,,
,,8.9,,
,,8.9,,
,,8.9,,
,,10.9,,
34500.0,,14.2,,
20000.0,,11.9,,
,,8.9,,
,,19.3,,
,,9.0,,
,,9.0,,
,,9.0,,
,,11.3,,
34200.0,,14.2,,
19800.0,,12.6,,
,,9.0,,
,,19.3,,
,,9.0,,
,,9.1,,
,,9.1,,
,,10.9,,
34400.0,,14.0,,
19800.0,,14.4,,
,,9.1,,
,,19.3,,
,,9.1,,
,,9.1,,
,,9.2,,
,,10.9,,
34200.0,,13.8,,
19700.0,,13.3,,
,,9.2,,
,,19.3,,
,,9.2,,
,,9.2,,
,,9.2,,
,,10.8,,
34200.0,,13.5,,
19600.0,,13.0,,
,,9.2,,
,,19.3,,
,,9.2,,
,,9.2,,
,,9.2,,
,,11.0,,
34100.0,,13.3,,
19300.0,,12.9,,
,,9.2,,
,,19.3,,
,,9.2,,
,,9.2,,
,,9.2,,
,,11.4,,
34100.0,,13.1,,
19300.0,,12.9,,
,,9.2,,
,,19.3,,
,,9.2,,
,,9.2,,
,,9.2,,
,,11.8,,
34100.0,,13.2,,
19100.0,,13.0,,
,,9.2,,
,,19.3,,
,,9.2,,
,,9.2,,
,,9.2,,
,,11.9,,
34100.0,,13.7,,
19100.0,,13.1,,
,,9.2,,
,,19.3,,
,,9.2,,
,,9.2,,
,,9.2,,
,,11.7,,
34100.0,,13.4,,
19100.0,,13.1,,
,,9.2,,
,,19.3,,
,,9.2,,
,,9.2,,
,,9.2,,
,,11.6,,
34400.0,,13.3,,
19200.0,,13.4,,
,,9.2,,
,,19.3,,
,,9.2,,
,,9.2,,
,,9.2,,
,,11.5,,
34400.0,,13.4,,
19400.0,,13.9,,
,,9.2,,
,,19.3,,
,,9.2,,
,,9.2,,
,,9.2,,
,,11.5,,
34300.0,,13.8,,
19400.0,,13.6,,
,,9.2,,
,,19.3,,
,,9.2,,
,,9.2,,
,,9.2,,
,,11.4,,
34200.0,,14.2,,
19300.0,,13.2,,
,,9.2,,
,,19.3,,
,,9.2,,
,,9.2,,
,,9.2,,
,,11.2,,
34200.0,,14.2,,
19400.0,,13.0,,
,,9.2,,
,,19.3,,
,,9.2,,
,,9.2,,
,,9.2,,
,,11.2,,
34000.0,,14.4,,
19400.0,,12.9,,
,,9.2,,
,,19.3,,
,,9.2,,
,,9.2,,
,,9.2,,
,,11.2,,
33700.0,,14.4,,
19200.0,,12.8,,
,,9.2,,
,,19.3,,
,,9.2,,
,,9.2,,
,,9.2,,
,,11.3,,
33400.0,,14.5,,
19300.0,,12.7,,
,,9.2,,
,,19.3,,
,,9.2,,
,,9.2,,
,,9.2,,
,,11.3,,
33200.0,,14.5,,
19300.0,,12.6,,
,,9.2,,
,,19.3,,
,,9.2,,
,,9.2,,
,,9.2,,
,,11.4,,
33000.0,,14.5,,
19100.0,,12.5,,
,,9.2,,
,,19.3,,
,,9.2,,
,,9.2,,
,,9.2,,
,,11.3,,
32900.0,,14.6,,
19100.0,,12.5,,
,,9.2,,
,,19.3,,
,,9.2,,
,,9.2,,
,,9.2,,
,,11.4,,
32800.0,,14.5,,
19100.0,,12.6,,
,,9.2,,
,,19.3,,
,,9.2,,
,,9.2,,
,,9.2,,
,,11.4,,
32800.0,,14.6,,
19000.0,,12.7,,
,,9.2,,
,,19.3,,
,,9.2,,
,,9.3,,
,,9.3,,
,,11.5,,
32900.0,,14.8,,
19000.0,,13.1,,
,,9.3,,
,,19.3,,
,,9.3,,
,,9.3,,
,,9.3,,
,,11.6,,
33100.0,,14.9,,
18800.0,,13.2,,
,,9.3,,
,,19.3,,
,,9.3,,
,,9.4,,
,,9.4,,
,,11.8,,
33300.0,,14.9,,
18800.0,,13.2,,
,,9.4,,
,,19.3,,
,,9.4,,
,,9.4,,
,,9.4,,
,,11.8,,
33400.0,,15.0,,
18300.0,,13.4,,
,,9.4,,
,,19.3,,
,,9.4,,
,,9.4,,
,,9.4,,
,,11.8,,
33700.0,,14.8,,
18400.0,,13.4,,
,,9.3,,
,,19.3,,
,,9.3,,
,,9.3,,
,,9.3,,
,,11.7,,
34000.0,,14.2,,
18500.0,,13.1,,
,,9.3,,
,,19.3,,
,,9.3,,
,,9.3,,
,,9.3,,
,,11.6,,
34300.0,,13.6,,
18700.0,,12.8,,
,,9.3,,
,,19.3,,
,,9.3,,
,,9.3,,
,,9.3,,
,,11.5,,
34300.0,,13.2,,
18800.0,,12.6,,
,,9.3,,
,,19.3,,
,,9.3,,
,,9.3,,
,,9.3,,
,,11.6,,
34200.0,,13.0,,
18700.0,,12.4,,
,,9.3,,
,,19.3,,
,,9.3,,
,,9.2,,
,,9.2,,
,,11.6,,
34100.0,,12.7,,
18900.0,,12.1,,
,,9.2,,
,,19.3,,
,,9.2,,
,,9.2,,
,,9.2,,
,,11.5,,
34100.0,,12.6,,
19200.0,,12.0,,
,,9.2,,
,,19.3,,
,,9.2,,
,,9.2,,
,,9.2,,
,,11.4,,
33900.0,,12.5,,
19100.0,,12.0,,
,,9.2,,
,,19.3,,
,,9.2,,
,,9.2,,
,,9.2,,
,,11.2,,
33800.0,,12.6,,
19300.0,,11.8,,
,,9.2,,
,,19.3,,
,,9.2,,
,,9.2,,
,,9.2,,
,,11.3,,
33600.0,,12.7,,
19400.0,,11.6,,
,,9.2,,
,,19.3,,
,,9.2,,
,,9.2,,
,,9.2,,
,,11.2,,
33500.0,,12.6,,
19400.0,,11.5,,
,,9.2,,
,,19.3,,
,,9.2,,
,,9.2,,
,,9.2,,
,,11.2,,
33500.0,,12.5,,
19200.0,,11.4,,
,,9.2,,
,,19.3,,
,,9.2,,
,,9.2,,
,,9.2,,
,,11.1,,
33300.0,,12.4,,
19200.0,,11.2,,
,,9.2,,
,,19.3,,
,,9.2,,
,,9.1,,
,,9.1,,
,,11.1,,
33200.0,,12.2,,
19300.0,,11.0,,
,,9.1,,
,,19.3,,
,,9.1,,
,,9.1,,
,,9.1,,
,,11.0,,
32900.0,,11.9,,
19200.0,,11.0,,
,,9.1,,
,,19.3,,
,,9.1,,
,,9.1,,
,,9.1,,
,,10.9,,
32700.0,,11.6,,
19300.0,,10.9,,
,,9.1,,
,,19.3,,
,,9.1,,
,,9.1,,
,,9.1,,
,,10.8,,
32600.0,,11.5,,
19300.0,,10.7,,
,,9.1,,
,,19.3,,
,,9.1,,
,,9.1,,
,,9.1,,
,,10.8,,
32500.0,,11.5,,
19400.0,,10.6,,
,,9.1,,
,,19.3,,
,,10.8,,
32600.0,,11.5,,
19400.0,,10.5,,
,,9.2,,
,,19.3,,
,,9.2,,
,,9.2,,
,,9.2,,
,,10.8,,
32700.0,,11.7,,
19400.0,,10.6,,
,,9.2,,
,,19.3,,
,,9.3,,
,,9.3,,
,,9.3,,
,,10.8,,
33100.0,,11.7,,
19300.0,,10.6,,
,,9.3,,
,,19.3,,
,,9.3,,
,,9.3,,
,,9.3,,
,,10.8,,
33300.0,,12.0,,
19300.0,,10.6,,
,,9.4,,
,,19.3,,
,,9.4,,
,,9.4,,
,,9.4,,
,,10.8,,
33500.0,,11.9,,
19300.0,,10.6,,
,,9.4,,
,,19.3,,
,,9.4,,
,,9.4,,
,,9.4,,
,,10.8,,
33700.0,,11.7,,
18900.0,,10.8,,
,,9.4,,
,,19.3,,
,,9.4,,
,,9.4,,
,,9.4,,
,,10.8,,
33300.0,,11.6,,
18800.0,,10.6,,
,,9.4,,
,,19.3,,
,,9.4,,
,,9.4,,
,,9.4,,
,,10.7,,
33500.0,,11.4,,
19200.0,,10.6,,
,,9.3,,
,,19.3,,
,,9.3,,
,,9.3,,
,,9.3,,
,,10.6,,
33800.0,,11.3,,
19100.0,,10.4,,
,,9.3,,
,,19.3,,
,,9.3,,
,,9.3,,
,,9.3,,
,,10.7,,
33900.0,,11.2,,
19400.0,,10.1,,
,,9.3,,
,,19.3,,
,,9.3,,
,,9.3,,
,,9.3,,
,,10.8,,
34000.0,,11.1,,
19500.0,,10.0,,
,,9.3,,
,,19.3,,
,,9.3,,
,,9.3,,
,,9.3,,
,,10.7,,
34000.0,,11.0,,
19400.0,,9.9,,
,,9.3,,
,,19.3,,
,,9.3,,
,,9.3,,
,,9.3,,
,,10.7,,
33900.0,,10.9,,
19400.0,,10.1,,
,,9.3,,
,,19.3,,
,,9.3,,
,,9.3,,
,,9.3,,
36900.0,,10.7,,
33900.0,,10.6,,
19500.0,,9.9,,
,,9.3,,
,,19.3,,
,,9.2,,
,,9.2,,
,,9.2,,
37700.0,,10.7,,
33900.0,,10.6,,
19500.0,,9.8,,
,,9.2,,
,,19.3,,
,,9.2,,
,,9.2,,
,,9.2,,
36600.0,,10.5,,
34100.0,,10.8,,
19500.0,,9.8,,
,,9.2,,
,,19.3,,
,,9.2,,
,,9.2,,
,,9.2,,
35700.0,,10.4,,
34200.0,,10.7,,
19500.0,,9.8,,
,,9.2,,
,,19.3,,
,,9.2,,
,,9.2,,
,,9.1,,
31800.0,,10.2,,
34100.0,,10.6,,
19400.0,,10.0,,
,,9.1,,
,,19.3,,
,,9.1,,
,,9.1,,
,,9.1,,
30400.0,,10.2,,
33800.0,,10.6,,
19400.0,,9.8,,
,,9.1,,
,,19.3,,
,,9.1,,
,,9.1,,
,,9.1,,
32300.0,,10.3,,
33600.0,,10.4,,
19400.0,,9.8,,
,,9.1,,
,,19.3,,
,,9.1,,
,,9.1,,
,,9.1,,
32800.0,,10.3,,
33400.0,,10.3,,
19400.0,,9.7,,
,,9.1,,
,,19.3,,
,,9.0,,
,,9.0,,
,,9.0,,
29800.0,,10.2,,
32900.0,,10.1,,
19400.0,,9.7,,
,,9.0,,
,,19.3,,
,,9.0,,
,,9.0,,
,,9.0,,
27800.0,,10.2,,
32700.0,,10.0,,
19300.0,,9.6,,
,,9.0,,
,,19.3,,
,,9.0,,
,,9.0,,
,,9.0,,
27200.0,,10.2,,
32000.0,,9.9,,
19200.0,,9.6,,
,,9.0,,
,,19.3,,
,,9.0,,
,,9.0,,
,,9.0,,
27300.0,,10.2,,
32100.0,,10.0,,
19200.0,,9.6,,
,,9.0,,
,,19.3,,
,,9.0,,
,,9.0,,
,,9.1,,
27900.0,,10.2,,
30500.0,,10.1,,
19100.0,,9.7,,
,,9.1,,
,,19.3,,
,,9.1,,
,,9.1,,
,,9.1,,
28800.0,,10.2,,
31600.0,,10.2,,
19100.0,,9.7,,
,,9.1,,
,,19.3,,
,,9.1,,
,,9.1,,
,,9.1,,
31000.0,,10.2,,
32300.0,,10.3,,
19100.0,,9.8,,
,,9.1,,
,,19.3,,
,,9.1,,
,,9.1,,
,,9.2,,
31700.0,,10.2,,
32900.0,,10.4,,
19100.0,,9.8,,
,,9.2,,
,,19.3,,
,,9.1,,
,,9.1,,
,,9.1,,
32600.0,,10.2,,
33000.0,,10.4,,
19000.0,,9.7,,
,,9.1,,
,,19.3,,
,,9.1,,
,,9.1,,
,,9.1,,
33800.0,,10.1,,
32800.0,,10.4,,
18800.0,,9.6,,
,,9.1,,
,,19.3,,
,,9.1,,
,,9.1,,
,,9.1,,
35000.0,,10.1,,
32800.0,,10.3,,
19100.0,,9.7,,
,,9.1,,
,,19.3,,
,,9.1,,
,,9.1,,
,,9.1,,
35500.0,,10.1,,
32900.0,,10.3,,
19100.0,,9.7,,
,,9.1,,
,,19.3,,
,,9.1,,
,,9.0,,
,,9.0,,
35200.0,,10.1,,
33000.0,,10.3,,
19100.0,,9.5,,
,,9.0,,
,,19.3,,
,,9.0,,
,,9.0,,
,,9.0,,
35200.0,,10.1,,
33100.0,,10.2,,
19100.0,,9.5,,
,,9.0,,
,,19.3,,
,,9.0,,
,,8.9,,
,,8.9,,
34900.0,,10.0,,
32800.0,,9.9,,
19000.0,,9.4,,
,,8.9,,
,,19.3,,
,,8.9,,
,,8.9,,
,,8.9,,
35200.0,,9.9,,
33400.0,,10.0,,
19200.0,,9.3,,
,,8.9,,
,,19.3,,
,,8.8,,
,,8.8,,
,,8.8,,
35700.0,,9.9,,
33100.0,,9.8,,
19200.0,,9.2,,
,,8.8,,
,,19.3,,
,,8.8,,
,,8.8,,
,,8.8,,
36100.0,,9.9,,
33000.0,,9.6,,
19300.0,,9.1,,
,,8.7,,
,,19.3,,
,,8.7,,
,,8.7,,
,,8.7,,
36800.0,,9.8,,
32800.0,,9.3,,
19400.0,,8.8,,
,,8.7,,
,,19.3,,
,,8.6,,
,,8.6,,
,,8.6,,
37000.0,,9.7,,
32600.0,,9.1,,
19200.0,,8.8,,
,,8.6,,
,,19.3,,
,,8.6,,
,,8.6,,
,,8.6,,
28700.0,,9.4,,
32600.0,,8.9,,
19100.0,,8.6,,
,,8.5,,
,,19.3,,
,,8.5,,
,,8.5,,
,,8.5,,
26400.0,,9.4,,
32500.0,,8.7,,
19200.0,,8.4,,
,,8.5,,
,,19.3,,
,,8.5,,
,,8.4,,
,,8.4,,
24000.0,,9.3,,
32400.0,,8.5,,
19200.0,,8.4,,
,,8.4,,
,,19.3,,
,,8.4,,
,,8.4,,
,,8.4,,
21800.0,,9.1,,
32200.0,,8.2,,
19200.0,,8.3,,
,,8.3,,
,,19.3,,
,,8.3,,
,,8.3,,
,,8.3,,
20800.0,,9.1,,
31800.0,,8.0,,
19300.0,,8.2,,
,,8.3,,
,,19.3,,
,,8.3,,
,,8.3,,
,,8.3,,
20800.0,,9.2,,
31600.0,,8.1,,
19200.0,,8.2,,
,,8.4,,
,,19.3,,
,,8.4,,
,,8.5,,
,,8.5,,
20700.0,,9.3,,
31300.0,,8.5,,
19100.0,,8.5,,
,,8.6,,
,,19.3,,
,,8.6,,
,,8.7,,
,,8.8,,
20500.0,,9.5,,
31000.0,,9.2,,
19100.0,,8.9,,
,,8.9,,
,,19.3,,
,,8.9,,
,,9.0,,
,,9.0,,
20700.0,,9.8,,
31200.0,,9.7,,
19100.0,,9.3,,
,,9.2,,
,,19.3,,
,,9.2,,
,,9.3,,
,,9.3,,
21300.0,,10.0,,
31500.0,,10.2,,
19100.0,,9.7,,
,,9.4,,
,,19.3,,
,,9.5,,
,,9.6,,
,,9.6,,
24400.0,,10.0,,
31800.0,,10.3,,
18900.0,,9.9,,
,,9.6,,
,,19.3,,
,,9.6,,
,,9.7,,
,,9.7,,
25900.0,,10.2,,
32300.0,,10.5,,
18700.0,,10.0,,
,,9.7,,
,,19.3,,
,,9.7,,
,,9.7,,
,,9.7,,
31000.0,,10.4,,
32600.0,,10.7,,
18700.0,,10.1,,
,,9.7,,
,,19.3,,
,,9.6,,
,,9.6,,
,,9.6,,
34800.0,,10.5,,
32700.0,,10.7,,
18700.0,,10.2,,
,,9.5,,
,,19.3,,
,,9.5,,
,,9.5,,
,,9.4,,
37400.0,,10.7,,
32600.0,,10.7,,
18600.0,,10.0,,
,,9.4,,
,,19.3,,
,,9.4,,
,,9.3,,
,,9.3,,
37700.0,,10.7,,
32400.0,,10.5,,
18900.0,,10.0,,
,,9.3,,
,,19.3,,
,,9.3,,
,,9.3,,
,,9.2,,
39000.0,,10.5,,
32200.0,,10.3,,
18900.0,,10.0,,
,,9.2,,
,,19.3,,
,,9.2,,
,,9.2,,
,,9.2,,
40400.0,,10.5,,
32300.0,,10.2,,
18900.0,,10.1,,
,,9.2,,
,,19.3,,
,,9.2,,
,,9.2,,
,,9.1,,
40800.0,,10.4,,
32600.0,,10.2,,
18900.0,,10.1,,
,,9.1,,
,,19.3,,
,,9.1,,
,,9.1,,
,,9.1,,
40500.0,,10.2,,
32700.0,,10.1,,
18900.0,,10.1,,
,,9.1,,
,,19.3,,
,,9.0,,
,,9.0,,
,,9.0,,
38500.0,,9.4,,
32700.0,,10.0,,
18900.0,,10.0,,
,,9.0,,
,,19.3,,
,,9.0,,
,,9.0,,
,,8.9,,
38100.0,,10.0,,
32600.0,,9.6,,
19000.0,,9.9,,
,,8.9,,
,,19.3,,
,,8.9,,
,,8.9,,
,,8.9,,
37000.0,,10.2,,
33400.0,,9.7,,
19000.0,,9.9,,
,,8.8,,
,,19.3,,
,,8.8,,
,,8.8,,
,,8.8,,
34300.0,,9.4,,
33600.0,,9.6,,
19100.0,,9.8,,
,,8.7,,
,,19.3,,
,,8.7,,
,,8.7,,
,,8.6,,
27900.0,,9.1,,
33600.0,,9.6,,
19100.0,,9.6,,
,,8.6,,
,,19.3,,
,,8.6,,
,,8.6,,
,,8.6,,
25600.0,,9.2,,
33500.0,,9.6,,
19100.0,,9.2,,
,,8.5,,
,,19.3,,
,,8.5,,
,,8.5,,
,,8.4,,
28200.0,,9.6,,
33200.0,,9.4,,
19100.0,,9.1,,
,,8.4,,
,,19.3,,
,,8.4,,
,,8.4,,
,,8.3,,
30100.0,,9.6,,
32900.0,,9.2,,
19100.0,,8.8,,
,,8.3,,
,,19.3,,
,,8.3,,
,,8.3,,
,,8.3,,
30100.0,,9.8,,
32800.0,,9.2,,
19000.0,,8.8,,
,,8.3,,
,,19.3,,
,,8.3,,
,,8.3,,
,,8.3,,
27700.0,,9.9,,
32700.0,,9.4,,
19000.0,,8.9,,
,,8.4,,
,,19.3,,
,,8.4,,
,,8.5,,
,,8.5,,
27600.0,,10.2,,
32600.0,,9.8,,
18900.0,,9.2,,
,,8.6,,
,,19.3,,
,,8.6,,
,,8.7,,
,,8.8,,
27500.0,,10.7,,
32500.0,,10.4,,
18800.0,,9.8,,
,,8.8,,
,,19.3,,
,,8.9,,
,,9.0,,
,,9.1,,
